source_file,block_index,block_start_line,token_index,candidate_class,visibility_policy,safe_to_hide,risk_note,reason,rule_code,unique_tokens,reading_distribution,suspect_witness_only,unique_count,max_levenshtein_distance,min_levenshtein_similarity,max_damerau_distance,min_damerau_similarity,max_graphic_levenshtein_distance,max_graphic_damerau_distance,min_graphic_similarity,graphic_keys,witness_1_1,witness_2_2,witness_3_3,witness_4_4,witness_5_5
scene1.txt,13,73,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,"Dans son camp jusqu’icy Polinice arresté, | Polinice à mes yeux ne s’est point presenté,","Dans son camp jusqu’icy Polinice arresté,=[4] | Polinice à mes yeux ne s’est point presenté,=[1,2,3,5]",,2,,,,,,,,dansoncampiusquicipoliniceareste | poliniceamesieuxnesestpointpresente,"Polinice à mes yeux ne s’est point presenté,","Polinice à mes yeux ne s’est point presenté,","Polinice à mes yeux ne s’est point presenté,","Dans son camp jusqu’icy Polinice arresté,","Polinice à mes yeux ne s’est point presenté,"
scene1.txt,14,79,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,"Et l’on s’est peu battu d’un & d’autre costé, | Et l’on s’est peu battu d’un & d’autre costé. | Et l’on s’est peu battu d’vn & d’autre costé. | Pour combattre à mes yeux ne s’est point presenté.","Et l’on s’est peu battu d’un & d’autre costé,=[2,3] | Et l’on s’est peu battu d’un & d’autre costé.=[5] | Et l’on s’est peu battu d’vn & d’autre costé.=[1] | Pour combattre à mes yeux ne s’est point presenté.=[4]",,4,,,,,,,,etlonsestpeubatudundautrecoste | pourcombatreamesieuxnesestpointpresente,Et l’on s’est peu battu d’vn & d’autre costé.,"Et l’on s’est peu battu d’un & d’autre costé,","Et l’on s’est peu battu d’un & d’autre costé,",Pour combattre à mes yeux ne s’est point presenté.,Et l’on s’est peu battu d’un & d’autre costé.
scene1.txt,15,85,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,"Du Camp des Argiens une troupe hardie | Du Camp des Argiens une troupe hardie, | D’Argiens seulement une troupe hardie | Seulement quelques Grecs d’un insolent courage, | Seulement quelques Grecs d’vn insolent courage,","Du Camp des Argiens une troupe hardie=[3] | Du Camp des Argiens une troupe hardie,=[2] | D’Argiens seulement une troupe hardie=[4] | Seulement quelques Grecs d’un insolent courage,=[5] | Seulement quelques Grecs d’vn insolent courage,=[1]",,5,,,,,,,,dargienseulementunetroupehardie | ducampdesargiensunetroupehardie | seulementquelquesgrecsduninsolentcourage,"Seulement quelques Grecs d’vn insolent courage,","Du Camp des Argiens une troupe hardie,",Du Camp des Argiens une troupe hardie,D’Argiens seulement une troupe hardie,"Seulement quelques Grecs d’un insolent courage,"
scene1.txt,16,91,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,"M’a voulu de nos murs disputer la sortie. | M’ayant osé d’abord disputer le passage,","M’a voulu de nos murs disputer la sortie.=[2,3,4] | M’ayant osé d’abord disputer le passage,=[1,5]",,2,,,,,,,,maiantosedabordisputerlepasage | mauouludenosmursdisputerlasortie,"M’ayant osé d’abord disputer le passage,",M’a voulu de nos murs disputer la sortie.,M’a voulu de nos murs disputer la sortie.,M’a voulu de nos murs disputer la sortie.,"M’ayant osé d’abord disputer le passage,"
scene1.txt,17,97,1,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,apostrophe+i_j+y_i,I’ay | J’ay,"I’ay=[1] | J’ay=[2,3,4,5]",,2,1,0.750,1,0.750,0,0,1.000,iai,I’ay,J’ay,J’ay,J’ay,J’ay
scene1.txt,20,115,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,"Mais pourquoi donc sortir avecque vostre armée~? | Mais pourquoy donc sortir auecque vostre Armée, | Mais pourquoy donc sortir auecque vostre armée~? | Mais pourquoy donc sortir avecque vostre Armée, | Mais que prétendiez vous~? & quelle ardeur soudaine","Mais pourquoi donc sortir avecque vostre armée~?=[3] | Mais pourquoy donc sortir auecque vostre Armée,=[1] | Mais pourquoy donc sortir auecque vostre armée~?=[2] | Mais pourquoy donc sortir avecque vostre Armée,=[5] | Mais que prétendiez vous~? & quelle ardeur soudaine=[4]",,5,,,,,,,,maispourquoidoncsortirauecqueuostrearmee | maisquepretendiezuousqueleardeursoudaine,"Mais pourquoy donc sortir auecque vostre Armée,",Mais pourquoy donc sortir auecque vostre armée~?,Mais pourquoi donc sortir avecque vostre armée~?,Mais que prétendiez vous~? & quelle ardeur soudaine,"Mais pourquoy donc sortir avecque vostre Armée,"
scene1.txt,21,121,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna,Quel est ce mouuement qui m’a tant alarmée~? | Quel est ce mouvement qui m’a tant alarmée~? | Vous a fait tout à coup descendre dans la plaine~?,"Quel est ce mouuement qui m’a tant alarmée~?=[1] | Quel est ce mouvement qui m’a tant alarmée~?=[2,3,5] | Vous a fait tout à coup descendre dans la plaine~?=[4]",,3,,,,,,,,quelestcemouuementquimatantalarmee | uousafaitoutacoupdescendredanslaplaine,Quel est ce mouuement qui m’a tant alarmée~?,Quel est ce mouvement qui m’a tant alarmée~?,Quel est ce mouvement qui m’a tant alarmée~?,Vous a fait tout à coup descendre dans la plaine~?,Quel est ce mouvement qui m’a tant alarmée~?
scene1.txt,23,134,1,minor_punctuation,hide_safe,yes,masquable:rule_based,punctuation_only,punctuation_only,"Madame | Madame,","Madame=[1,5] | Madame,=[2,3,4]",,2,1,0.857,1,0.857,0,0,1.000,madame,Madame,"Madame,","Madame,","Madame,",Madame
scene1.txt,23,134,7,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,double_consonant+u_v,usasse | vsasse,"usasse=[2,3,4,5] | vsasse=[1]",,2,1,0.833,1,0.833,0,0,1.000,usase,vsasse,usasse,usasse,usasse,usasse
scene1.txt,23,134,8,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,punctuation_removed_for_graphic_key+y_i,"ainsi, | ainsy,","ainsi,=[1,3,5] | ainsy,=[2,4]",,2,1,0.833,1,0.833,0,0,1.000,ainsi,"ainsi,","ainsy,","ainsi,","ainsy,","ainsi,"
scene1.txt,24,140,2,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,i_j,ie | je,"ie=[1] | je=[2,3,4,5]",,2,1,0.500,1,0.500,0,0,1.000,ie,ie,je,je,je,je
scene1.txt,24,140,8,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,punctuation_removed_for_graphic_key+y_i,ici. | icy.,"ici.=[3] | icy.=[1,2,4,5]",,2,1,0.750,1,0.750,0,0,1.000,ici,icy.,icy.,ici.,icy.,icy.
scene1.txt,25,146,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Ie n’ay que trop languy derriere vne muraille, |  Je n’ay que trop langui derriere une muraille, |  Je n’ay que trop languy derriere une muraille,"," (lacune)=[4] |  Ie n’ay que trop languy derriere vne muraille,=[1] |  Je n’ay que trop langui derriere une muraille,=[2,3] |  Je n’ay que trop languy derriere une muraille,=[5]",,4,,,,,,,,ienaiquetroplanguideriereunemuraile | lacune," Ie n’ay que trop languy derriere vne muraille,"," Je n’ay que trop langui derriere une muraille,"," Je n’ay que trop langui derriere une muraille,", (lacune)," Je n’ay que trop languy derriere une muraille,"
scene1.txt,26,152,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Ie brûlois de me voir en vn champ de bataille, |  Je brûlois de me voir en un champ de bataille, |  Je brûlois de me voir en un champ de bataille."," (lacune)=[4] |  Ie brûlois de me voir en vn champ de bataille,=[1] |  Je brûlois de me voir en un champ de bataille,=[5] |  Je brûlois de me voir en un champ de bataille.=[2,3]",,4,,,,,,,,iebruloisdemeuoirenunchampdebataile | lacune," Ie brûlois de me voir en vn champ de bataille,", Je brûlois de me voir en un champ de bataille., Je brûlois de me voir en un champ de bataille., (lacune)," Je brûlois de me voir en un champ de bataille,"
scene1.txt,27,158,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Lors~que l’on peut paroistre au milieu des hazards,"," (lacune)=[4] |  Lors~que l’on peut paroistre au milieu des hazards,=[1,2,3,5]",,2,,,,,,,,lacune | lorsquelonpeutparoistreaumilieudeshazards," Lors~que l’on peut paroistre au milieu des hazards,"," Lors~que l’on peut paroistre au milieu des hazards,"," Lors~que l’on peut paroistre au milieu des hazards,", (lacune)," Lors~que l’on peut paroistre au milieu des hazards,"
scene1.txt,28,164,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Un grand cœur est honteux de garder des rempars. |  Un grand cœur est honteux de garder des remparts. |  Vn grand cœur est honteux de garder des remparts.," (lacune)=[4] |  Un grand cœur est honteux de garder des rempars.=[2,3] |  Un grand cœur est honteux de garder des remparts.=[5] |  Vn grand cœur est honteux de garder des remparts.=[1]",,4,,,,,,,,lacune | ungrandcoeuresthonteuxdegarderdesrempars, Vn grand cœur est honteux de garder des remparts., Un grand cœur est honteux de garder des rempars., Un grand cœur est honteux de garder des rempars., (lacune), Un grand cœur est honteux de garder des remparts.
scene1.txt,29,170,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  I’estois las d’endurer que le fier Polinice |  J’estois las d’endurer que le fier Polinice," (lacune)=[4] |  I’estois las d’endurer que le fier Polinice=[1] |  J’estois las d’endurer que le fier Polinice=[2,3,5]",,3,,,,,,,,iestoislasdendurerquelefierpolinice | lacune, I’estois las d’endurer que le fier Polinice, J’estois las d’endurer que le fier Polinice, J’estois las d’endurer que le fier Polinice, (lacune), J’estois las d’endurer que le fier Polinice
scene1.txt,30,176,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Me reprochast tout haut cét indigne exercice,"," (lacune)=[4] |  Me reprochast tout haut cét indigne exercice,=[1,2,3,5]",,2,,,,,,,,lacune | mereprochastouthautcetindigneexercice," Me reprochast tout haut cét indigne exercice,"," Me reprochast tout haut cét indigne exercice,"," Me reprochast tout haut cét indigne exercice,", (lacune)," Me reprochast tout haut cét indigne exercice,"
scene1.txt,31,182,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Et criast aux Thebains, afin de les gagner, |  Et criast aux Thebains, afin de les gaigner,"," (lacune)=[4] |  Et criast aux Thebains, afin de les gagner,=[2,3] |  Et criast aux Thebains, afin de les gaigner,=[1,5]",,3,,,,,,,,etcriastauxthebainsafindelesgagner | lacune," Et criast aux Thebains, afin de les gaigner,"," Et criast aux Thebains, afin de les gagner,"," Et criast aux Thebains, afin de les gagner,", (lacune)," Et criast aux Thebains, afin de les gaigner,"
scene1.txt,32,188,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Que ie laissois aux fers ceux qui me font regner. |  Que je laissois aux fers ceux qui me font regner. |  Que je laissois perir ceux qui me font regner.," (lacune)=[4] |  Que ie laissois aux fers ceux qui me font regner.=[1,2] |  Que je laissois aux fers ceux qui me font regner.=[5] |  Que je laissois perir ceux qui me font regner.=[3]",,4,,,,,,,,lacune | queielaisoisauxfersceuxquimefontregner | queielaisoisperirceuxquimefontregner, Que ie laissois aux fers ceux qui me font regner., Que ie laissois aux fers ceux qui me font regner., Que je laissois perir ceux qui me font regner., (lacune), Que je laissois aux fers ceux qui me font regner.
scene1.txt,35,206,5,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,apostrophe+u_v,m’auoit | m’avoit,"m’auoit=[1,5] | m’avoit=[2,3,4]",,2,1,0.857,1,0.857,0,0,1.000,mauoit,m’auoit,m’avoit,m’avoit,m’avoit,m’auoit
scene1.txt,37,218,6,minor_spacing,hide_safe,yes,masquable:rule_based,spacing_or_hyphen_only,spacing_or_hyphen_only,quoy-qu’il | quoy~qu’il,"quoy-qu’il=[2,3] | quoy~qu’il=[1,4,5]",,2,1,0.900,1,0.900,0,0,1.000,quoiquil,quoy~qu’il,quoy-qu’il,quoy-qu’il,quoy~qu’il,quoy~qu’il
scene1.txt,37,218,8,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,double_consonant+punctuation_removed_for_graphic_key+u_v,"arriue, | arrive,","arriue,=[1] | arrive,=[2,3,4,5]",,2,1,0.857,1,0.857,0,0,1.000,ariue,"arriue,","arrive,","arrive,","arrive,","arrive,"
scene1.txt,38,224,3,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,apostrophe+i_j+y_i,aujourd’hui | aujourd’huy,"aujourd’hui=[3] | aujourd’huy=[1,2,4,5]",,2,1,0.909,1,0.909,0,0,1.000,auiourdhui,aujourd’huy,aujourd’huy,aujourd’hui,aujourd’huy,aujourd’huy
scene1.txt,38,224,7,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,punctuation_removed_for_graphic_key+u_v,"captiue, | captive,","captiue,=[1] | captive,=[2,3,4,5]",,2,1,0.875,1,0.875,0,0,1.000,captiue,"captiue,","captive,","captive,","captive,","captive,"
scene1.txt,39,230,1,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,i_j,Ie | Je,"Ie=[1] | Je=[2,3,4,5]",,2,1,0.500,1,0.500,0,0,1.000,ie,Ie,Je,Je,Je,Je
scene1.txt,40,236,7,minor_punctuation,hide_safe,yes,masquable:rule_based,punctuation_only,punctuation_only,"combats, | combats. | combats~:","combats,=[3] | combats.=[1,2,5] | combats~:=[4]",,3,2,0.778,2,0.778,0,0,1.000,combas,combats.,combats.,"combats,",combats~:,combats.
scene1.txt,41,242,1,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,apostrophe+i_j+y_i,I’ay | J’ay,"I’ay=[1] | J’ay=[2,3,4,5]",,2,1,0.750,1,0.750,0,0,1.000,iai,I’ay,J’ay,J’ay,J’ay,J’ay
scene1.txt,41,242,8,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,"camgagne, | campagne,","camgagne,=[2] | campagne,=[1,3,4,5]",,2,1,0.889,1,0.889,1,1,0.875,camgagne | campagne,"campagne,","camgagne,","campagne,","campagne,","campagne,"
scene1.txt,42,248,4,minor_spacing,hide_safe,yes,masquable:rule_based,spacing_or_hyphen_only,spacing_or_hyphen_only,bon-heur | bonheur,"bon-heur=[1,2,3,5] | bonheur=[4]",,2,1,0.875,1,0.875,0,0,1.000,bonheur,bon-heur,bon-heur,bon-heur,bonheur,bon-heur
scene1.txt,43,254,5,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,Grecs | fiers,"Grecs=[1,5] | fiers=[2,3,4]",,2,3,0.400,3,0.400,3,3,0.400,fiers | grecs,Grecs,fiers,fiers,fiers,Grecs
scene1.txt,43,254,6,mixed_minor_and_substantive,visible,no,visible:do_not_hide;contains_substantive_component,low_similarity_or_real_rewriting;punctuation_only,punctuation_only+substantive_default,"Alliez | Alliez, | orgüeilleux,","Alliez=[3,4] | Alliez,=[2] | orgüeilleux,=[1,5]",,3,10,0.167,10,0.167,7,7,0.300,alies | orgueileus,"orgüeilleux,","Alliez,",Alliez,Alliez,"orgüeilleux,"
scene1.txt,44,260,5,minor_graphic_safe,hide_safe,yes,masquable:rule_based,historic_graphic_key_identity,double_consonant,mouront | mourront,"mouront=[1,5] | mourront=[2,3,4]",,2,1,0.875,1,0.875,0,0,1.000,mouront,mouront,mourront,mourront,mourront,mouront
scene1.txt,44,260,7,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,mes | ses,"mes=[2,3,4] | ses=[1,5]",,2,1,0.667,1,0.667,1,1,0.667,mes | ses,ses,mes,mes,mes,ses
scene1.txt,44,260,8,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,piez. | yeux.,"piez.=[2,3,4] | yeux.=[1,5]",,2,4,0.200,4,0.200,2,2,0.500,ieus | pies,yeux.,piez.,piez.,piez.,yeux.
scene1.txt,46,272,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Vous preserue le Ciel d’vne telle Victoire, |  Vous preserve le Ciel d’une telle Victoire, |  Vous preserve le Ciel d’une telle Victoire. |  Vous preserve le Ciel d’une telle victoire."," (lacune)=[4] |  Vous preserue le Ciel d’vne telle Victoire,=[1] |  Vous preserve le Ciel d’une telle Victoire,=[5] |  Vous preserve le Ciel d’une telle Victoire.=[2] |  Vous preserve le Ciel d’une telle victoire.=[3]",,5,,,,,,,,lacune | uouspreseruelecielduneteleuictoire," Vous preserue le Ciel d’vne telle Victoire,", Vous preserve le Ciel d’une telle Victoire., Vous preserve le Ciel d’une telle victoire., (lacune)," Vous preserve le Ciel d’une telle Victoire,"
scene1.txt,47,278,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) | Thebes ne veut point voir une action si noire, | Thebes ne veut point voir vne action si noire,"," (lacune)=[4] | Thebes ne veut point voir une action si noire,=[2,3,5] | Thebes ne veut point voir vne action si noire,=[1]",,3,,,,,,,,lacune | thebesneueutpointuoiruneactionsinoire,"Thebes ne veut point voir vne action si noire,","Thebes ne veut point voir une action si noire,","Thebes ne veut point voir une action si noire,", (lacune),"Thebes ne veut point voir une action si noire,"
scene1.txt,48,284,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Laissez là son salut & n’y songez jamais~; |  Laissez-là son salut & n’y songez jamais~;," (lacune)=[4] |  Laissez là son salut & n’y songez jamais~;=[1,5] |  Laissez-là son salut & n’y songez jamais~;=[2,3]",,3,,,,,,,,lacune | laisezlasonsalutnisongeziamais, Laissez là son salut & n’y songez jamais~;, Laissez-là son salut & n’y songez jamais~;, Laissez-là son salut & n’y songez jamais~;, (lacune), Laissez là son salut & n’y songez jamais~;
scene1.txt,49,290,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  La Guerre vaut bien mieux que cette affreuse Paix. |  La Guerre vaut bien-mieux que cette affreuse Paix.," (lacune)=[4] |  La Guerre vaut bien mieux que cette affreuse Paix.=[1,2,5] |  La Guerre vaut bien-mieux que cette affreuse Paix.=[3]",,3,,,,,,,,lacune | laguereuautbienmieuxqueceteafreusepais, La Guerre vaut bien mieux que cette affreuse Paix., La Guerre vaut bien mieux que cette affreuse Paix., La Guerre vaut bien-mieux que cette affreuse Paix., (lacune), La Guerre vaut bien mieux que cette affreuse Paix.
scene1.txt,50,296,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Dont le flambeau fatal desole cette terre. |  Dure-t’elle à iamais cette cruelle Guerre, |  Dure-t’elle à jamais cette cruelle Guerre,"," (lacune)=[3] |  Dont le flambeau fatal desole cette terre.=[4,5] |  Dure-t’elle à iamais cette cruelle Guerre,=[1] |  Dure-t’elle à jamais cette cruelle Guerre,=[2]",,4,,,,,,,,dontleflambeaufataldesolecetetere | dureteleaiamaiscetecrueleguere | lacune," Dure-t’elle à iamais cette cruelle Guerre,"," Dure-t’elle à jamais cette cruelle Guerre,", (lacune), Dont le flambeau fatal desole cette terre., Dont le flambeau fatal desole cette terre.
scene1.txt,51,302,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Plustost qu’un si grand crime en arreste le cours. |  Plustost qu’vn si grand crime en arreste le cours. |  Prolongez nos mal-heurs, augmentez-les tousiours, |  Prolongez nos mal-heurs, augmentez-les tousjours,"," (lacune)=[3] |  Plustost qu’un si grand crime en arreste le cours.=[5] |  Plustost qu’vn si grand crime en arreste le cours.=[4] |  Prolongez nos mal-heurs, augmentez-les tousiours,=[1] |  Prolongez nos mal-heurs, augmentez-les tousjours,=[2]",,5,,,,,,,,lacune | plustostquunsigrandcrimeenarestelecours | prolongeznosmalheursaugmentezlestouiours," Prolongez nos mal-heurs, augmentez-les tousiours,"," Prolongez nos mal-heurs, augmentez-les tousjours,", (lacune), Plustost qu’vn si grand crime en arreste le cours., Plustost qu’un si grand crime en arreste le cours.
scene1.txt,52,308,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~? |  Vous-mesme d’un tel sang soüilleriez vous vos Armes~? |  Vous-mesme d’un tel sang soüilleriez-vous vos Armes~? |  Vous-mesme d’un tel sang, soüillerez-vous vos Armes~? |  Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?"," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~?=[4] |  Vous-mesme d’un tel sang soüilleriez vous vos Armes~?=[5] |  Vous-mesme d’un tel sang soüilleriez-vous vos Armes~?=[2] |  Vous-mesme d’un tel sang, soüillerez-vous vos Armes~?=[3] |  Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?=[1]",,5,,,,,,,,uousmemeduntelsangsouilerezuousuosarmes | uousmemeduntelsangsouileriezuousuosarmes | uouspouriezduntelsangocielsouileruosarmes, Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?, Vous-mesme d’un tel sang soüilleriez-vous vos Armes~?," Vous-mesme d’un tel sang, soüillerez-vous vos Armes~?"," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~?", Vous-mesme d’un tel sang soüilleriez vous vos Armes~?
