source_file,block_index,block_start_line,token_index,candidate_class,visibility_policy,safe_to_hide,risk_note,reason,rule_code,unique_tokens,reading_distribution,suspect_witness_only,unique_count,max_levenshtein_distance,min_levenshtein_similarity,max_damerau_distance,min_damerau_similarity,max_graphic_levenshtein_distance,max_graphic_damerau_distance,min_graphic_similarity,graphic_keys,witness_1_1,witness_2_2,witness_3_3,witness_4_4,witness_5_5
scene1.txt,25,146,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Ie n’ay que trop languy derriere vne muraille, |  Je n’ay que trop langui derriere une muraille, |  Je n’ay que trop languy derriere une muraille,"," (lacune)=[4] |  Ie n’ay que trop languy derriere vne muraille,=[1] |  Je n’ay que trop langui derriere une muraille,=[2,3] |  Je n’ay que trop languy derriere une muraille,=[5]",,4,,,,,,,,ienaiquetroplanguideriereunemuraile | lacune," Ie n’ay que trop languy derriere vne muraille,"," Je n’ay que trop langui derriere une muraille,"," Je n’ay que trop langui derriere une muraille,", (lacune)," Je n’ay que trop languy derriere une muraille,"
scene1.txt,26,152,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Ie brûlois de me voir en vn champ de bataille, |  Je brûlois de me voir en un champ de bataille, |  Je brûlois de me voir en un champ de bataille."," (lacune)=[4] |  Ie brûlois de me voir en vn champ de bataille,=[1] |  Je brûlois de me voir en un champ de bataille,=[5] |  Je brûlois de me voir en un champ de bataille.=[2,3]",,4,,,,,,,,iebruloisdemeuoirenunchampdebataile | lacune," Ie brûlois de me voir en vn champ de bataille,", Je brûlois de me voir en un champ de bataille., Je brûlois de me voir en un champ de bataille., (lacune)," Je brûlois de me voir en un champ de bataille,"
scene1.txt,27,158,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Lors~que l’on peut paroistre au milieu des hazards,"," (lacune)=[4] |  Lors~que l’on peut paroistre au milieu des hazards,=[1,2,3,5]",,2,,,,,,,,lacune | lorsquelonpeutparoistreaumilieudeshazards," Lors~que l’on peut paroistre au milieu des hazards,"," Lors~que l’on peut paroistre au milieu des hazards,"," Lors~que l’on peut paroistre au milieu des hazards,", (lacune)," Lors~que l’on peut paroistre au milieu des hazards,"
scene1.txt,28,164,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Un grand cœur est honteux de garder des rempars. |  Un grand cœur est honteux de garder des remparts. |  Vn grand cœur est honteux de garder des remparts.," (lacune)=[4] |  Un grand cœur est honteux de garder des rempars.=[2,3] |  Un grand cœur est honteux de garder des remparts.=[5] |  Vn grand cœur est honteux de garder des remparts.=[1]",,4,,,,,,,,lacune | ungrandcoeuresthonteuxdegarderdesrempars, Vn grand cœur est honteux de garder des remparts., Un grand cœur est honteux de garder des rempars., Un grand cœur est honteux de garder des rempars., (lacune), Un grand cœur est honteux de garder des remparts.
scene1.txt,29,170,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  I’estois las d’endurer que le fier Polinice |  J’estois las d’endurer que le fier Polinice," (lacune)=[4] |  I’estois las d’endurer que le fier Polinice=[1] |  J’estois las d’endurer que le fier Polinice=[2,3,5]",,3,,,,,,,,iestoislasdendurerquelefierpolinice | lacune, I’estois las d’endurer que le fier Polinice, J’estois las d’endurer que le fier Polinice, J’estois las d’endurer que le fier Polinice, (lacune), J’estois las d’endurer que le fier Polinice
scene1.txt,30,176,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Me reprochast tout haut cét indigne exercice,"," (lacune)=[4] |  Me reprochast tout haut cét indigne exercice,=[1,2,3,5]",,2,,,,,,,,lacune | mereprochastouthautcetindigneexercice," Me reprochast tout haut cét indigne exercice,"," Me reprochast tout haut cét indigne exercice,"," Me reprochast tout haut cét indigne exercice,", (lacune)," Me reprochast tout haut cét indigne exercice,"
scene1.txt,31,182,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Et criast aux Thebains, afin de les gagner, |  Et criast aux Thebains, afin de les gaigner,"," (lacune)=[4] |  Et criast aux Thebains, afin de les gagner,=[2,3] |  Et criast aux Thebains, afin de les gaigner,=[1,5]",,3,,,,,,,,etcriastauxthebainsafindelesgagner | lacune," Et criast aux Thebains, afin de les gaigner,"," Et criast aux Thebains, afin de les gagner,"," Et criast aux Thebains, afin de les gagner,", (lacune)," Et criast aux Thebains, afin de les gaigner,"
scene1.txt,32,188,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Que ie laissois aux fers ceux qui me font regner. |  Que je laissois aux fers ceux qui me font regner. |  Que je laissois perir ceux qui me font regner.," (lacune)=[4] |  Que ie laissois aux fers ceux qui me font regner.=[1,2] |  Que je laissois aux fers ceux qui me font regner.=[5] |  Que je laissois perir ceux qui me font regner.=[3]",,4,,,,,,,,lacune | queielaisoisauxfersceuxquimefontregner | queielaisoisperirceuxquimefontregner, Que ie laissois aux fers ceux qui me font regner., Que ie laissois aux fers ceux qui me font regner., Que je laissois perir ceux qui me font regner., (lacune), Que je laissois aux fers ceux qui me font regner.
scene1.txt,41,242,8,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,"camgagne, | campagne,","camgagne,=[2] | campagne,=[1,3,4,5]",,2,1,0.889,1,0.889,1,1,0.875,camgagne | campagne,"campagne,","camgagne,","campagne,","campagne,","campagne,"
scene1.txt,43,254,5,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,Grecs | fiers,"Grecs=[1,5] | fiers=[2,3,4]",,2,3,0.400,3,0.400,3,3,0.400,fiers | grecs,Grecs,fiers,fiers,fiers,Grecs
scene1.txt,43,254,6,mixed_minor_and_substantive,visible,no,visible:do_not_hide;contains_substantive_component,low_similarity_or_real_rewriting;punctuation_only,punctuation_only+substantive_default,"Alliez | Alliez, | orgüeilleux,","Alliez=[3,4] | Alliez,=[2] | orgüeilleux,=[1,5]",,3,10,0.167,10,0.167,7,7,0.300,alies | orgueileus,"orgüeilleux,","Alliez,",Alliez,Alliez,"orgüeilleux,"
scene1.txt,44,260,7,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,mes | ses,"mes=[2,3,4] | ses=[1,5]",,2,1,0.667,1,0.667,1,1,0.667,mes | ses,ses,mes,mes,mes,ses
scene1.txt,44,260,8,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,piez. | yeux.,"piez.=[2,3,4] | yeux.=[1,5]",,2,4,0.200,4,0.200,2,2,0.500,ieus | pies,yeux.,piez.,piez.,piez.,yeux.
scene1.txt,46,272,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Vous preserue le Ciel d’vne telle Victoire, |  Vous preserve le Ciel d’une telle Victoire, |  Vous preserve le Ciel d’une telle Victoire. |  Vous preserve le Ciel d’une telle victoire."," (lacune)=[4] |  Vous preserue le Ciel d’vne telle Victoire,=[1] |  Vous preserve le Ciel d’une telle Victoire,=[5] |  Vous preserve le Ciel d’une telle Victoire.=[2] |  Vous preserve le Ciel d’une telle victoire.=[3]",,5,,,,,,,,lacune | uouspreseruelecielduneteleuictoire," Vous preserue le Ciel d’vne telle Victoire,", Vous preserve le Ciel d’une telle Victoire., Vous preserve le Ciel d’une telle victoire., (lacune)," Vous preserve le Ciel d’une telle Victoire,"
scene1.txt,47,278,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) | Thebes ne veut point voir une action si noire, | Thebes ne veut point voir vne action si noire,"," (lacune)=[4] | Thebes ne veut point voir une action si noire,=[2,3,5] | Thebes ne veut point voir vne action si noire,=[1]",,3,,,,,,,,lacune | thebesneueutpointuoiruneactionsinoire,"Thebes ne veut point voir vne action si noire,","Thebes ne veut point voir une action si noire,","Thebes ne veut point voir une action si noire,", (lacune),"Thebes ne veut point voir une action si noire,"
scene1.txt,48,284,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Laissez là son salut & n’y songez jamais~; |  Laissez-là son salut & n’y songez jamais~;," (lacune)=[4] |  Laissez là son salut & n’y songez jamais~;=[1,5] |  Laissez-là son salut & n’y songez jamais~;=[2,3]",,3,,,,,,,,lacune | laisezlasonsalutnisongeziamais, Laissez là son salut & n’y songez jamais~;, Laissez-là son salut & n’y songez jamais~;, Laissez-là son salut & n’y songez jamais~;, (lacune), Laissez là son salut & n’y songez jamais~;
scene1.txt,49,290,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  La Guerre vaut bien mieux que cette affreuse Paix. |  La Guerre vaut bien-mieux que cette affreuse Paix.," (lacune)=[4] |  La Guerre vaut bien mieux que cette affreuse Paix.=[1,2,5] |  La Guerre vaut bien-mieux que cette affreuse Paix.=[3]",,3,,,,,,,,lacune | laguereuautbienmieuxqueceteafreusepais, La Guerre vaut bien mieux que cette affreuse Paix., La Guerre vaut bien mieux que cette affreuse Paix., La Guerre vaut bien-mieux que cette affreuse Paix., (lacune), La Guerre vaut bien mieux que cette affreuse Paix.
scene1.txt,50,296,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Dont le flambeau fatal desole cette terre. |  Dure-t’elle à iamais cette cruelle Guerre, |  Dure-t’elle à jamais cette cruelle Guerre,"," (lacune)=[3] |  Dont le flambeau fatal desole cette terre.=[4,5] |  Dure-t’elle à iamais cette cruelle Guerre,=[1] |  Dure-t’elle à jamais cette cruelle Guerre,=[2]",,4,,,,,,,,dontleflambeaufataldesolecetetere | dureteleaiamaiscetecrueleguere | lacune," Dure-t’elle à iamais cette cruelle Guerre,"," Dure-t’elle à jamais cette cruelle Guerre,", (lacune), Dont le flambeau fatal desole cette terre., Dont le flambeau fatal desole cette terre.
scene1.txt,51,302,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Plustost qu’un si grand crime en arreste le cours. |  Plustost qu’vn si grand crime en arreste le cours. |  Prolongez nos mal-heurs, augmentez-les tousiours, |  Prolongez nos mal-heurs, augmentez-les tousjours,"," (lacune)=[3] |  Plustost qu’un si grand crime en arreste le cours.=[5] |  Plustost qu’vn si grand crime en arreste le cours.=[4] |  Prolongez nos mal-heurs, augmentez-les tousiours,=[1] |  Prolongez nos mal-heurs, augmentez-les tousjours,=[2]",,5,,,,,,,,lacune | plustostquunsigrandcrimeenarestelecours | prolongeznosmalheursaugmentezlestouiours," Prolongez nos mal-heurs, augmentez-les tousiours,"," Prolongez nos mal-heurs, augmentez-les tousjours,", (lacune), Plustost qu’vn si grand crime en arreste le cours., Plustost qu’un si grand crime en arreste le cours.
scene1.txt,52,308,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~? |  Vous-mesme d’un tel sang soüilleriez vous vos Armes~? |  Vous-mesme d’un tel sang soüilleriez-vous vos Armes~? |  Vous-mesme d’un tel sang, soüillerez-vous vos Armes~? |  Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?"," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~?=[4] |  Vous-mesme d’un tel sang soüilleriez vous vos Armes~?=[5] |  Vous-mesme d’un tel sang soüilleriez-vous vos Armes~?=[2] |  Vous-mesme d’un tel sang, soüillerez-vous vos Armes~?=[3] |  Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?=[1]",,5,,,,,,,,uousmemeduntelsangsouilerezuousuosarmes | uousmemeduntelsangsouileriezuousuosarmes | uouspouriezduntelsangocielsouileruosarmes, Vous-mesme d’vn tel sang soüilleriez vous vos Armes~?, Vous-mesme d’un tel sang soüilleriez-vous vos Armes~?," Vous-mesme d’un tel sang, soüillerez-vous vos Armes~?"," Vous pourriez d’un tel sang, ô Ciel~! souiller vos armes~?", Vous-mesme d’un tel sang soüilleriez vous vos Armes~?
scene1.txt,58,344,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," Et de vostre couroux triomphant aujourd’huy |  Vous pouuez-vous montrer genereux tout a fait, |  Vous pouvez vous montrer genereux tout à fait, |  Vous pouvez-vous montrer genereux tout a fait, |  Vous pouvez-vous montrer genereux tout à fait,"," Et de vostre couroux triomphant aujourd’huy=[4] |  Vous pouuez-vous montrer genereux tout a fait,=[1] |  Vous pouvez vous montrer genereux tout à fait,=[3] |  Vous pouvez-vous montrer genereux tout a fait,=[5] |  Vous pouvez-vous montrer genereux tout à fait,=[2]",,5,,,,,,,,etdeuostrecourouxtriomphantauiourdhui | uouspouuezuousmontrergenereuxtoutafait," Vous pouuez-vous montrer genereux tout a fait,"," Vous pouvez-vous montrer genereux tout à fait,"," Vous pouvez vous montrer genereux tout à fait,", Et de vostre couroux triomphant aujourd’huy," Vous pouvez-vous montrer genereux tout a fait,"
scene1.txt,59,350,6,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,avec | en,"avec=[4] | en=[1,2,3,5]",,2,3,0.250,3,0.250,3,3,0.250,auec | en,en,en,en,avec,en
scene1.txt,59,350,7,substantive,visible,no,visible:do_not_hide,short_token_protected,short_token_protected,effet. | luy.,"effet.=[1,2,3,5] | luy.=[4]",,2,5,0.167,5,0.167,4,4,0.000,efet | lui,effet.,effet.,effet.,luy.,effet.
scene1.txt,61,362,3,mixed_minor_and_substantive,visible,no,visible:do_not_hide;contains_substantive_component,historic_graphic_key_identity;low_similarity_or_real_rewriting,spacing_or_hyphen+y_i+substantive_default,lui~ceder | luy~ceder | partager,"lui~ceder=[2,3] | luy~ceder=[1,5] | partager=[4]",,3,7,0.222,7,0.222,6,6,0.250,luiceder | partager,luy~ceder,lui~ceder,lui~ceder,partager,luy~ceder
scene1.txt,62,368,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," Et ceder laschement ce que mon droit me donne~? |  Quand le sang, & le Peuple à la fois me la donne~?"," Et ceder laschement ce que mon droit me donne~?=[4] |  Quand le sang, & le Peuple à la fois me la donne~?=[1,2,3,5]",,2,,,,,,,,etcederlaschementcequemondroitmedone | quandlesanglepeuplealafoismeladone," Quand le sang, & le Peuple à la fois me la donne~?"," Quand le sang, & le Peuple à la fois me la donne~?"," Quand le sang, & le Peuple à la fois me la donne~?", Et ceder laschement ce que mon droit me donne~?," Quand le sang, & le Peuple à la fois me la donne~?"
scene1.txt,64,380,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," Vous le sçavez, mon Fils, la justice & le sang |  Vous sçauez bien, mon Fils, que le choix & le sang |  Vous sçavez bien, mon Fils, que le choix & le sang"," Vous le sçavez, mon Fils, la justice & le sang=[2,3,4] |  Vous sçauez bien, mon Fils, que le choix & le sang=[1] |  Vous sçavez bien, mon Fils, que le choix & le sang=[5]",,3,,,,,,,,uouscauezbienmonfilsquelechoixlesang | uouslescauezmonfilslaiusticelesang," Vous sçauez bien, mon Fils, que le choix & le sang"," Vous le sçavez, mon Fils, la justice & le sang"," Vous le sçavez, mon Fils, la justice & le sang"," Vous le sçavez, mon Fils, la justice & le sang"," Vous sçavez bien, mon Fils, que le choix & le sang"
scene1.txt,65,386,2,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,donne | donnent,"donne=[3] | donnent=[1,2,4,5]",,2,2,0.714,2,0.714,2,2,0.667,done | donent,donnent,donnent,donne,donnent,donnent
scene1.txt,69,410,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, Il voulut que tous deux vous en fussiez les Rois. |  Voulut que tour à tour vous fussiez tous deux Rois.," Il voulut que tous deux vous en fussiez les Rois.=[1,2,3,5] |  Voulut que tour à tour vous fussiez tous deux Rois.=[4]",,2,,,,,,,,iluoulutquetousdeuxuousenfusiezlesrois | uoulutquetouratouruousfusieztousdeuxrois, Il voulut que tous deux vous en fussiez les Rois., Il voulut que tous deux vous en fussiez les Rois., Il voulut que tous deux vous en fussiez les Rois., Voulut que tour à tour vous fussiez tous deux Rois., Il voulut que tous deux vous en fussiez les Rois.
scene1.txt,70,416,5,substantive,visible,no,visible:do_not_hide,low_similarity_or_real_rewriting,substantive_default,daignastes | voulustes,"daignastes=[4] | voulustes=[1,2,3,5]",,2,6,0.400,6,0.400,6,6,0.400,daignastes | uoulustes,voulustes,voulustes,voulustes,daignastes,voulustes
scene1.txt,75,446,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  Il est vray, je promis, ce que voulut mon Pere,"," (lacune)=[2,3,4] |  Il est vray, je promis, ce que voulut mon Pere,=[1,5]",,2,,,,,,,,ilesturaiiepromiscequeuoulutmonpere | lacune," Il est vray, je promis, ce que voulut mon Pere,", (lacune), (lacune), (lacune)," Il est vray, je promis, ce que voulut mon Pere,"
scene1.txt,76,452,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Pour un Trosne est-il rien qu’on refuse de faire~? |  Pour vn Trosne est-il rien qu’on refuse de faire~?," (lacune)=[2,3,4] |  Pour un Trosne est-il rien qu’on refuse de faire~?=[5] |  Pour vn Trosne est-il rien qu’on refuse de faire~?=[1]",,3,,,,,,,,lacune | pouruntrosneestilrienquonrefusedefaire, Pour vn Trosne est-il rien qu’on refuse de faire~?, (lacune), (lacune), (lacune), Pour un Trosne est-il rien qu’on refuse de faire~?
scene1.txt,77,458,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna," (lacune) |  On promet tout, Madame, afin d’y paruenir, |  On promet tout, Madame, afin d’y parvenir,"," (lacune)=[2,3,4] |  On promet tout, Madame, afin d’y paruenir,=[1] |  On promet tout, Madame, afin d’y parvenir,=[5]",,3,,,,,,,,lacune | onprometoutmadameafindiparuenir," On promet tout, Madame, afin d’y paruenir,", (lacune), (lacune), (lacune)," On promet tout, Madame, afin d’y parvenir,"
scene1.txt,78,464,-1,whole_line_variant,visible,no,visible:do_not_hide,whole_line_variant_marker_or_lacuna,whole_line_variant_marker_or_lacuna, (lacune) |  Mais on ne songe apres qu’à s’y bien maintenir.," (lacune)=[2,3,4] |  Mais on ne songe apres qu’à s’y bien maintenir.=[1,5]",,2,,,,,,,,lacune | maisonesongeapresquasibienmaintenir, Mais on ne songe apres qu’à s’y bien maintenir., (lacune), (lacune), (lacune), Mais on ne songe apres qu’à s’y bien maintenir.
